1.000000	0.479539	0.292027	0.118527	0.049709	-0.201300	0.060819	-0.013370	-0.304379	0.186027	-0.113266	-0.283084	-0.085180	-0.342855	-0.095374	0.148239	0.246596	0.191635	0.145995	-0.044409	-0.307448	
0.479539	1.000000	0.691223	0.157974	-0.058791	-0.382013	0.319172	-0.080741	-0.200946	0.198804	0.157074	-0.156869	-0.131813	-0.361715	-0.220330	0.007290	0.374556	0.213594	0.043784	-0.211611	-0.065623	
0.292027	0.691223	1.000000	0.061045	-0.024591	-0.354624	0.238814	-0.164701	-0.190457	0.174474	0.158093	-0.165279	-0.123992	-0.299823	-0.116526	0.067018	0.325704	0.211429	-0.206318	0.001764	0.005401	
0.118527	0.157974	0.061045	1.000000	0.052480	-0.082535	0.454179	-0.162515	-0.162303	0.142068	0.294941	-0.207339	0.105399	-0.231695	-0.347406	0.098425	0.034784	-0.323552	0.320614	0.202402	0.150679	
0.049709	-0.058791	-0.024591	0.052480	1.000000	0.011443	-0.002441	0.302317	-0.227286	0.053758	-0.063060	-0.112855	0.367982	-0.454710	0.213831	0.172332	-0.035043	0.091157	-0.046755	0.057525	-0.022978	
-0.201300	-0.382013	-0.354624	-0.082535	0.011443	1.000000	-0.319577	0.037649	0.148667	-0.304135	-0.122560	0.117167	-0.164154	0.224065	0.412125	-0.189296	-0.159906	-0.088340	-0.038113	0.108083	-0.074132	
0.060819	0.319172	0.238814	0.454179	-0.002441	-0.319577	1.000000	-0.195610	-0.197904	0.112969	0.293725	-0.056815	-0.021469	-0.292717	-0.264537	0.253224	0.210280	-0.094145	0.137196	-0.007398	0.025962	
-0.013370	-0.080741	-0.164701	-0.162515	0.302317	0.037649	-0.195610	1.000000	0.025584	-0.194280	-0.097415	-0.074192	0.120896	-0.020137	0.149467	0.159600	-0.170215	0.064394	0.122058	-0.083257	-0.072821	
-0.304379	-0.200946	-0.190457	-0.162303	-0.227286	0.148667	-0.197904	0.025584	1.000000	-0.092176	0.140354	-0.092325	0.131206	0.215946	0.056849	-0.000842	-0.126157	-0.066490	0.008281	-0.032679	0.004403	
0.186027	0.198804	0.174474	0.142068	0.053758	-0.304135	0.112969	-0.194280	-0.092176	1.000000	0.262292	-0.114466	0.017475	-0.001144	-0.199974	0.041779	0.053101	0.054974	0.080558	0.008795	0.004646	
-0.113266	0.157074	0.158093	0.294941	-0.063060	-0.122560	0.293725	-0.097415	0.140354	0.262292	1.000000	-0.244296	0.118805	-0.011750	-0.063534	0.256665	0.063086	-0.144977	0.076492	0.063824	0.076627	
-0.283084	-0.156869	-0.165279	-0.207339	-0.112855	0.117167	-0.056815	-0.074192	-0.092325	-0.114466	-0.244296	1.000000	-0.279180	0.208184	0.101396	-0.278825	-0.135520	0.103819	-0.014194	-0.102811	-0.021088	
-0.085180	-0.131813	-0.123992	0.105399	0.367982	-0.164154	-0.021469	0.120896	0.131206	0.017475	0.118805	-0.279180	1.000000	-0.345151	0.149044	0.173932	-0.094374	-0.056555	-0.000351	0.014805	0.090808	
-0.342855	-0.361715	-0.299823	-0.231695	-0.454710	0.224065	-0.292717	-0.020137	0.215946	-0.001144	-0.011750	0.208184	-0.345151	1.000000	-0.176381	-0.162124	-0.208469	-0.123381	0.054472	0.035991	0.013518	
-0.095374	-0.220330	-0.116526	-0.347406	0.213831	0.412125	-0.264537	0.149467	0.056849	-0.199974	-0.063534	0.101396	0.149044	-0.176381	1.000000	-0.005295	-0.110787	0.157320	-0.179506	-0.024207	-0.094415	
0.148239	0.007290	0.067018	0.098425	0.172332	-0.189296	0.253224	0.159600	-0.000842	0.041779	0.256665	-0.278825	0.173932	-0.162124	-0.005295	1.000000	-0.016939	0.067049	0.026132	0.021179	-0.052639	
0.246596	0.374556	0.325704	0.034784	-0.035043	-0.159906	0.210280	-0.170215	-0.126157	0.053101	0.063086	-0.135520	-0.094374	-0.208469	-0.110787	-0.016939	1.000000	-0.341890	-0.287097	-0.268812	-0.213618	
0.191635	0.213594	0.211429	-0.323552	0.091157	-0.088340	-0.094145	0.064394	-0.066490	0.054974	-0.144977	0.103819	-0.056555	-0.123381	0.157320	0.067049	-0.341890	1.000000	-0.216644	-0.195364	-0.149300	
0.145995	0.043784	-0.206318	0.320614	-0.046755	-0.038113	0.137196	0.122058	0.008281	0.080558	0.076492	-0.014194	-0.000351	0.054472	-0.179506	0.026132	-0.287097	-0.216644	1.000000	-0.164801	-0.123889	
-0.044409	-0.211611	0.001764	0.202402	0.057525	0.108083	-0.007398	-0.083257	-0.032679	0.008795	0.063824	-0.102811	0.014805	0.035991	-0.024207	0.021179	-0.268812	-0.195364	-0.164801	1.000000	-0.076067	
-0.307448	-0.065623	0.005401	0.150679	-0.022978	-0.074132	0.025962	-0.072821	0.004403	0.004646	0.076627	-0.021088	0.090808	0.013518	-0.094415	-0.052639	-0.213618	-0.149300	-0.123889	-0.076067	1.000000	
