1.000000	0.322030	-0.012946	-0.125629	-0.178059	0.011420	-0.007763	-0.097764	0.157269	-0.186026	-0.238840	-0.063563	0.015257	-0.011184	-0.291600	0.216095	0.324009	0.221826	-0.003851	-0.144690	-0.368979	
0.322030	1.000000	0.507553	0.168809	-0.128935	0.100147	0.081278	-0.002241	0.070278	0.044455	-0.101706	0.089045	-0.054653	-0.015815	-0.359140	0.213644	0.224315	0.082617	-0.037925	-0.193142	0.250427	
-0.012946	0.507553	1.000000	0.207691	-0.063286	0.203764	0.252503	0.048673	0.061522	0.073964	-0.103954	0.096362	-0.083024	-0.043070	-0.370075	0.186555	0.108946	-0.021760	-0.258284	0.109916	0.415161	
-0.125629	0.168809	0.207691	1.000000	-0.062945	0.027960	-0.035148	0.223176	0.021157	0.175805	-0.221863	-0.276462	0.196169	-0.078267	-0.134863	0.277522	0.041287	-0.408954	0.203559	0.150856	0.279563	
-0.178059	-0.128935	-0.063286	-0.062945	1.000000	-0.045201	-0.079095	-0.205552	-0.217350	0.213697	0.206518	0.095291	0.180131	0.381674	0.155401	-0.150876	-0.096598	0.038631	-0.015898	0.000673	0.021727	
0.011420	0.100147	0.203764	0.027960	-0.045201	1.000000	0.464153	0.349396	0.518876	-0.200007	-0.282771	0.330179	-0.254939	-0.072776	-0.321047	0.289965	0.037993	0.051841	-0.141256	-0.054792	0.152863	
-0.007763	0.081278	0.252503	-0.035148	-0.079095	0.464153	1.000000	0.230980	0.357751	-0.108112	-0.001785	0.332216	-0.147342	-0.001956	-0.452454	0.106766	0.042729	0.076889	-0.143648	-0.032048	0.150628	
-0.097764	-0.002241	0.048673	0.223176	-0.205552	0.349396	0.230980	1.000000	0.213987	-0.029109	-0.218408	0.138027	-0.231120	-0.007923	-0.134084	0.258082	0.019076	-0.096042	0.066671	-0.007915	0.029411	
0.157269	0.070278	0.061522	0.021157	-0.217350	0.518876	0.357751	0.213987	1.000000	-0.102746	-0.203471	0.202689	-0.144548	-0.108524	-0.201566	0.308445	0.134599	-0.036925	-0.026749	-0.074345	-0.003169	
-0.186026	0.044455	0.073964	0.175805	0.213697	-0.200007	-0.108112	-0.029109	-0.102746	1.000000	0.291644	-0.007197	0.048098	0.093455	0.229902	-0.059006	-0.002380	-0.073163	0.040018	0.066236	0.014706	
-0.238840	-0.101706	-0.103954	-0.221863	0.206518	-0.282771	-0.001785	-0.218408	-0.203471	0.291644	1.000000	0.101863	0.076892	0.182402	0.378099	-0.350805	-0.167174	0.111756	0.018114	-0.067823	0.023805	
-0.063563	0.089045	0.096362	-0.276462	0.095291	0.330179	0.332216	0.138027	0.202689	-0.007197	0.101863	1.000000	-0.392443	0.045703	-0.077795	0.078611	0.003106	0.178759	-0.181048	-0.090256	0.077274	
0.015257	-0.054653	-0.083024	0.196169	0.180131	-0.254939	-0.147342	-0.231120	-0.144548	0.048098	0.076892	-0.392443	1.000000	-0.100346	0.195146	-0.004958	-0.033759	-0.169525	0.132903	0.092089	-0.007889	
-0.011184	-0.015815	-0.043070	-0.078267	0.381674	-0.072776	-0.001956	-0.007923	-0.108524	0.093455	0.182402	0.045703	-0.100346	1.000000	-0.040763	0.046674	-0.070081	0.032437	0.133946	-0.033736	-0.004008	
-0.291600	-0.359140	-0.370075	-0.134863	0.155401	-0.321047	-0.452454	-0.134084	-0.201566	0.229902	0.378099	-0.077795	0.195146	-0.040763	1.000000	-0.387960	-0.203232	-0.009373	0.085825	0.045564	-0.178183	
0.216095	0.213644	0.186555	0.277522	-0.150876	0.289965	0.106766	0.258082	0.308445	-0.059006	-0.350805	0.078611	-0.004958	0.046674	-0.387960	1.000000	0.073774	-0.065230	0.037585	0.064174	0.110018	
0.324009	0.224315	0.108946	0.041287	-0.096598	0.037993	0.042729	0.019076	0.134599	-0.002380	-0.167174	0.003106	-0.033759	-0.070081	-0.203232	0.073774	1.000000	-0.379876	-0.308851	-0.293210	-0.262696	
0.221826	0.082617	-0.021760	-0.408954	0.038631	0.051841	0.076889	-0.096042	-0.036925	-0.073163	0.111756	0.178759	-0.169525	0.032437	-0.009373	-0.065230	-0.379876	1.000000	-0.205832	-0.201870	-0.175803	
-0.003851	-0.037925	-0.258284	0.203559	-0.015898	-0.141256	-0.143648	0.066671	-0.026749	0.040018	0.018114	-0.181048	0.132903	0.133946	0.085825	0.037585	-0.308851	-0.205832	1.000000	-0.160346	-0.135589	
-0.144690	-0.193142	0.109916	0.150856	0.000673	-0.054792	-0.032048	-0.007915	-0.074345	0.066236	-0.067823	-0.090256	0.092089	-0.033736	0.045564	0.064174	-0.293210	-0.201870	-0.160346	1.000000	-0.082234	
-0.368979	0.250427	0.415161	0.279563	0.021727	0.152863	0.150628	0.029411	-0.003169	0.014706	0.023805	0.077274	-0.007889	-0.004008	-0.178183	0.110018	-0.262696	-0.175803	-0.135589	-0.082234	1.000000	
